ID,Source,Target,Path
886,C0242350,C0156309,C0242350 -> C0156309 -> C0242350
887,C0020498,C1387852,C0020498 -> C1387852 -> C0020498
888,C0184165,C0181222,C0184165 -> C0181222 -> C0184165
889,C0494471,C0014547,C0494471 -> C0014547 -> C0494471
890,C0494471,C0477371,C0494471 -> C0014547 -> C0477371 -> C0014544 -> C0494471
891,C0494471,C0014544,C0494471 -> C0014544 -> C0494471
892,C0494471,C0154721,C0494471 -> C0014547 -> C0477371 -> C0154721 -> C0014544 -> C0494471
893,C0037098,C0086983,C0037098 -> C0086983 -> C0037105 -> C0037098
894,C0037098,C0037105,C0037098 -> C0086983 -> C0037105 -> C0037098
895,C1384597,C0494775,C1384597 -> C0025160 -> C0494775 -> C1384597
896,C1384597,C0025160,C1384597 -> C0025160 -> C0494775 -> C1384597
897,C0080233,C1314006,C0080233 -> C1314006 -> C0080233
898,C0494319,C0349588,C0494319 -> C0349588 -> C0494319
899,C1956346,C0010054,C1956346 -> C0010054 -> C1956346
900,C0002881,C0002878,C0002881 -> C0002878 -> C0002881
901,C0152163,C0494739,C0152163 -> C0494739 -> C0152163
902,C0494739,C0152163,C0494739 -> C0152163 -> C0494739
903,C0022104,C0494774,C0022104 -> C0494774 -> C0022104
904,C0040997,C0152177,C0040997 -> C0152177 -> C0040997
905,C0494678,C0034068,C0494678 -> C0034068 -> C0494678
906,C0040427,C0494698,C0040427 -> C0494698 -> C0040427
907,C0040427,C0000770,C0040427 -> C0000770 -> C0040427
908,C0042291,C0080356,C0042291 -> C0080356 -> C0042291
909,C0038002,C0495673,C0038002 -> C0495673 -> C0038002
910,C0000983,C0000975,C0000983 -> C0677649 -> C0000975 -> C0000983
911,C0000983,C0677649,C0000983 -> C0677649 -> C0000975 -> C0000983
912,C0155954,C0854217,C0155954 -> C0854217 -> C0155954
913,C0034413,C0524704,C0034413 -> C0524704 -> C0034413
914,C0206824,C0064598,C0206824 -> C0064598 -> C0206824
915,C0149896,C0837800,C0149896 -> C0003868 -> C0837800 -> C0149896
916,C0149896,C0003868,C0149896 -> C0003868 -> C0149896
917,C0013254,C1702916,C0013254 -> C1702916 -> C0013254
918,C0013254,C0030878,C0013254 -> C1702916 -> C0030878 -> C0013254
919,C0489963,C0392501,C0489963 -> C0392501 -> C0489963
920,C0027726,C0027720,C0027726 -> C0027720 -> C0027726
921,C0041327,C0494034,C0041327 -> C0494034 -> C0041327
922,C0041327,C0519095,C0041327 -> C0494034 -> C0152554 -> C0152552 -> C0519095 -> C0041327
923,C0041327,C0152554,C0041327 -> C0494034 -> C0152554 -> C0041327
924,C0041327,C0152552,C0041327 -> C0494034 -> C0152554 -> C0152552 -> C0041327
925,C0002390,C0494666,C0002390 -> C0494666 -> C0002390
926,C0497579,C0019340,C0497579 -> C0019342 -> C0019340 -> C0019348 -> C0497572 -> C0019342 -> C0497579
927,C0497579,C0019348,C0497579 -> C0019342 -> C0019348 -> C0497572 -> C0019342 -> C0497579
928,C0497579,C0497572,C0497579 -> C0019342 -> C0497572 -> C0019342 -> C0497579
929,C0497579,C0019342,C0497579 -> C0019342 -> C0497579
930,C0019342,C0019340,C0019342 -> C0019340 -> C0019348 -> C0497572 -> C0019342
931,C0019342,C0019348,C0019342 -> C0019348 -> C0497572 -> C0019342
932,C0019342,C0497572,C0019342 -> C0497572 -> C0019342
933,C0019342,C0497579,C0019342 -> C0497579 -> C0019342
934,C4082764,C0348731,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0348731 -> C0494741 -> C0017178 -> C4082764
935,C4082764,C0232487,C4082764 -> C0017178 -> C0013395 -> C0232487 -> C0017178 -> C4082764
936,C4082764,C0156086,C4082764 -> C0017178 -> C0013395 -> C0156086 -> C0017178 -> C4082764
937,C4082764,C0494741,C4082764 -> C0017178 -> C0013395 -> C0494741 -> C0017178 -> C4082764
938,C4082764,C0000737,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0000737 -> C0017178 -> C4082764
939,C4082764,C0426576,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C4082764
940,C4082764,C0232492,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0017178 -> C4082764
941,C4082764,C0235295,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0235295 -> C0017178 -> C4082764
942,C4082764,C0017178,C4082764 -> C0017178 -> C4082764
943,C4082764,C0559031,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0156084 -> C0559031 -> C0017178 -> C4082764
944,C4082764,C0221490,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0017178 -> C4082764
945,C4082764,C0038354,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0156084 -> C0038354 -> C0017178 -> C4082764
946,C4082764,C0392176,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0017178 -> C4082764
947,C4082764,C0687713,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0017178 -> C4082764
948,C4082764,C0947624,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0947624 -> C0017178 -> C4082764
949,C4082764,C0947625,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0947625 -> C0017178 -> C4082764
950,C4082764,C0232459,C4082764 -> C0017178 -> C0013395 -> C0232459 -> C0017178 -> C4082764
951,C4082764,C0013395,C4082764 -> C0017178 -> C0013395 -> C0017178 -> C4082764
952,C4082764,C0729555,C4082764 -> C0729555 -> C0017178 -> C4082764
953,C4082764,C0232493,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0232493 -> C0687713 -> C0017178 -> C4082764
954,C4082764,C0012242,C4082764 -> C0017178 -> C0012242 -> C0013395 -> C0017178 -> C4082764
955,C4082764,C0156084,C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0156084 -> C0559031 -> C0017178 -> C4082764
956,C4082764,C0476288,C4082764 -> C0017178 -> C0013395 -> C0476288 -> C0012242 -> C0013395 -> C0017178 -> C4082764
957,C4082764,C0037089,C4082764 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C4082764
958,C1831896,C4048807,C1831896 -> C4048807 -> C1831896
959,C0153567,C0042138,C0153567 -> C0042138 -> C0153567
960,C0085208,C0700563,C0085208 -> C0700563 -> C0085208
961,C0005064,C4048284,C0005064 -> C4048284 -> C0005064
962,C0022009,C0596902,C0022009 -> C0596902 -> C0022009
963,C0235950,C0451818,C0235950 -> C0451818 -> C0235950
964,C0023981,C0681845,C0023981 -> C0681845 -> C0023981
965,C0682655,C0004308,C0682655 -> C0004308 -> C0682655
966,C0162678,C0495632,C0162678 -> C0495632 -> C0162678
967,C0009765,C0494100,C0009765 -> C0494100 -> C0009765
968,C0494100,C0009765,C0494100 -> C0009765 -> C0494100
969,C0032326,C0029850,C0032326 -> C1868193 -> C0149781 -> C0029850 -> C0032326
970,C0032326,C1868193,C0032326 -> C1868193 -> C0149781 -> C0032326
971,C0032326,C0149781,C0032326 -> C1868193 -> C0149781 -> C0032326
972,C0682891,C0031253,C0682891 -> C0031253 -> C0682891
973,C0682891,C0014417,C0682891 -> C0014417 -> C0682891
974,C0014417,C0031253,C0014417 -> C0682891 -> C0031253 -> C0682891 -> C0014417
975,C0014417,C0682891,C0014417 -> C0682891 -> C0014417
976,C0011053,C0260662,C0011053 -> C0260662 -> C0011053
977,C0011053,C0013447,C0011053 -> C5848261 -> C0013447 -> C0260662 -> C0011053
978,C0011053,C0018784,C0011053 -> C1384666 -> C0018784 -> C0011053
979,C0011053,C0494559,C0011053 -> C1384666 -> C0018784 -> C0494559 -> C0013447 -> C0260662 -> C0011053
980,C0011053,C5848261,C0011053 -> C5848261 -> C0013447 -> C0260662 -> C0011053
981,C0011053,C1384666,C0011053 -> C1384666 -> C0011053
982,C0497143,C0026771,C0497143 -> C0026771 -> C0497143
983,C0156084,C0348731,C0156084 -> C0348731 -> C0494741 -> C0017178 -> C0013395 -> C0392176 -> C0156084
984,C0156084,C0232487,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0232487 -> C0017178 -> C0013395 -> C0392176 -> C0156084
985,C0156084,C0156086,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0156086 -> C0017178 -> C0013395 -> C0392176 -> C0156084
986,C0156084,C0494741,C0156084 -> C0494741 -> C0017178 -> C0013395 -> C0392176 -> C0156084
987,C0156084,C0000737,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0000737 -> C0017178 -> C0013395 -> C0392176 -> C0156084
988,C0156084,C0426576,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C0013395 -> C0392176 -> C0156084
989,C0156084,C0232492,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0017178 -> C0013395 -> C0392176 -> C0156084
990,C0156084,C0235295,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0235295 -> C0017178 -> C0013395 -> C0392176 -> C0156084
991,C0156084,C4082764,C0156084 -> C0559031 -> C0017178 -> C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0156084
992,C0156084,C0017178,C0156084 -> C0494741 -> C0017178 -> C0013395 -> C0392176 -> C0156084
993,C0156084,C0559031,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0156084
994,C0156084,C0221490,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0017178 -> C0013395 -> C0392176 -> C0156084
995,C0156084,C0038354,C0156084 -> C0038354 -> C0156084
996,C0156084,C0392176,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0156084
997,C0156084,C0687713,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0017178 -> C0013395 -> C0392176 -> C0156084
998,C0156084,C0947624,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0156084
999,C0156084,C0947625,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0947625 -> C0017178 -> C0013395 -> C0392176 -> C0156084
1000,C0156084,C0232459,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0232459 -> C0013395 -> C0392176 -> C0156084
1001,C0156084,C0013395,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0156084
1002,C0156084,C0729555,C0156084 -> C0559031 -> C0017178 -> C4082764 -> C0729555 -> C0017178 -> C0013395 -> C0392176 -> C0156084
1003,C0156084,C0232493,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0232493 -> C0687713 -> C0017178 -> C0013395 -> C0392176 -> C0156084
1004,C0156084,C0012242,C0156084 -> C0494741 -> C0012242 -> C0013395 -> C0392176 -> C0156084
1005,C0156084,C0476288,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0476288 -> C0012242 -> C0013395 -> C0392176 -> C0156084
1006,C0156084,C0037089,C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C0013395 -> C0392176 -> C0156084
1007,C0014563,C0019588,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0019588 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1008,C0014563,C0005496,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1009,C0014563,C0077431,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0036751 -> C0077431 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1010,C0014563,C0005497,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1011,C0014563,C0036751,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0036751 -> C0077431 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1012,C0014563,C0028351,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0014563
1013,C0014563,C0001041,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1014,C0014563,C0007412,C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0014563
1015,C0007412,C0019588,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0019588 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0007412
1016,C0007412,C0005496,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0014563 -> C0007412
1017,C0007412,C0077431,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0036751 -> C0077431 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0007412
1018,C0007412,C0005497,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0007412
1019,C0007412,C0036751,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0036751 -> C0077431 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0007412
1020,C0007412,C0028351,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0007412
1021,C0007412,C0001041,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0028351 -> C0007412
1022,C0007412,C0014563,C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0014563 -> C0007412
1023,C1527298,C0013371,C1527298 -> C0013371 -> C1527298
1024,C0199114,C0370344,C0199114 -> C0370344 -> C0199117 -> C0199114
1025,C0199114,C0199117,C0199114 -> C0370344 -> C0199117 -> C0199114
1026,C4317900,C3713906,C4317900 -> C3713906 -> C4317900
1027,C3713906,C4317900,C3713906 -> C4317900 -> C3713906
1028,C0001940,C0679303,C0001940 -> C0679303 -> C0349464 -> C0001940
1029,C0001940,C0349464,C0001940 -> C0349464 -> C0001940
1030,C0001940,C0268671,C0001940 -> C0679303 -> C0268671 -> C0349464 -> C0001940
1031,C0031345,C0079951,C0031345 -> C0079951 -> C0031345
1032,C0030842,C0030830,C0030842 -> C0729074 -> C0030830 -> C0030842
1033,C0030842,C0030827,C0030842 -> C0729074 -> C0030827 -> C0030842
1034,C0030842,C0700462,C0030842 -> C0729074 -> C0700462 -> C0030827 -> C0030842
1035,C0030842,C0030829,C0030842 -> C0729074 -> C0030829 -> C0030842
1036,C0030842,C0729074,C0030842 -> C0729074 -> C0030827 -> C0030842
1037,C0030842,C0037540,C0030842 -> C0729074 -> C0037540 -> C0030842
1038,C0040038,C0040053,C0040038 -> C0040053 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1039,C0040038,C0155764,C0040038 -> C0013924 -> C0155764 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1040,C0040038,C1096458,C0040038 -> C0040053 -> C1096458 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1041,C0040038,C0178272,C0040038 -> C0042373 -> C0034065 -> C0494584 -> C0524702 -> C0034066 -> C0178272 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1042,C0040038,C0524702,C0040038 -> C0042373 -> C0034065 -> C0494584 -> C0524702 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1043,C0040038,C0013924,C0040038 -> C0013924 -> C0040038
1044,C0040038,C0013922,C0040038 -> C0013922 -> C0013924 -> C0040038
1045,C0040038,C0042487,C0040038 -> C0042373 -> C0042487 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1046,C0040038,C0034065,C0040038 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1047,C0040038,C1704213,C0040038 -> C0042373 -> C0034065 -> C1704213 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1048,C0040038,C0034066,C0040038 -> C0042373 -> C0034065 -> C0494584 -> C0524702 -> C0034066 -> C0178272 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1049,C0040038,C0042373,C0040038 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1050,C0040038,C0494584,C0040038 -> C0042373 -> C0034065 -> C0494584 -> C0524702 -> C0034065 -> C0013922 -> C0013924 -> C0040038
1051,C0013415,C0011581,C0013415 -> C0011581 -> C0013415
1052,C0013415,C0005586,C0013415 -> C0010598 -> C0005586 -> C0001723 -> C0011581 -> C0013415
1053,C0013415,C0001723,C0013415 -> C0010598 -> C0001723 -> C0011581 -> C0013415
1054,C0013415,C1269683,C0013415 -> C1269683 -> C0525045 -> C0011581 -> C0013415
1055,C0013415,C0525045,C0013415 -> C0012706 -> C0525045 -> C0011581 -> C0013415
1056,C0013415,C0349217,C0013415 -> C0011581 -> C0349217 -> C0011581 -> C0013415
1057,C0013415,C0005587,C0013415 -> C0010598 -> C0005586 -> C0005587 -> C2362914 -> C0525045 -> C0011581 -> C0013415
1058,C0013415,C2362914,C0013415 -> C1269683 -> C2362914 -> C0525045 -> C0011581 -> C0013415
1059,C0013415,C0010598,C0013415 -> C0010598 -> C0001723 -> C0011581 -> C0013415
1060,C0013415,C0012706,C0013415 -> C0012706 -> C0525045 -> C0011581 -> C0013415
1061,C0037278,C0011603,C0037278 -> C0037274 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1062,C0037278,C0162820,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1063,C0037278,C0034212,C0037278 -> C0406047 -> C0034212 -> C0037278
1064,C0037278,C0037274,C0037278 -> C0037274 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1065,C0037278,C0585186,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0585186 -> C0037274 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1066,C0037278,C0011616,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1067,C0037278,C0406047,C0037278 -> C0406047 -> C0034212 -> C0037278
1068,C0037278,C0009833,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0009833 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1069,C0032290,C0260334,C0032290 -> C0260334 -> C0032290
1070,C0151779,C0025202,C0151779 -> C0025202 -> C0151779
1071,C0002962,C0348588,C0002962 -> C0348588 -> C0002962
1072,C0545529,C0222600,C0545529 -> C0222600 -> C0545529
1073,C0029877,C0029883,C0029877 -> C0029882 -> C0271453 -> C0029883 -> C0029882 -> C0029877
1074,C0029877,C0155421,C0029877 -> C0029882 -> C0155421 -> C0271453 -> C0029883 -> C0029882 -> C0029877
1075,C0029877,C0029882,C0029877 -> C0029882 -> C0029877
1076,C0029877,C0271453,C0029877 -> C0029882 -> C0271453 -> C0029883 -> C0029882 -> C0029877
1077,C0029877,C0271446,C0029877 -> C0029882 -> C0271453 -> C0271446 -> C0271453 -> C0029883 -> C0029882 -> C0029877
1078,C0029877,C1455742,C0029877 -> C0029882 -> C0271453 -> C0029883 -> C1455742 -> C0029883 -> C0029882 -> C0029877
1079,C1702916,C0030878,C1702916 -> C0030878 -> C0013254 -> C1702916
1080,C1702916,C0013254,C1702916 -> C0013254 -> C1702916
1081,C0339467,C0154837,C0339467 -> C0154837 -> C0339467
1082,C0339467,C0242852,C0339467 -> C0242852 -> C0154837 -> C0339467
1083,C0360097,C0794811,C0360097 -> C0876068 -> C0794811 -> C0360097
1084,C0360097,C4238929,C0360097 -> C0876068 -> C0794811 -> C4238929 -> C0360097
1085,C0360097,C0876068,C0360097 -> C0876068 -> C0794811 -> C0360097
1086,C0164414,C1437978,C0164414 -> C1437978 -> C0752253 -> C0164414
1087,C0164414,C0597718,C0164414 -> C1437978 -> C0597718 -> C0752253 -> C0164414
1088,C0164414,C0752253,C0164414 -> C1437978 -> C0752253 -> C0164414
1089,C0011616,C0011603,C0011616 -> C0011603 -> C0162820 -> C0011616
1090,C0011616,C0162820,C0011616 -> C0162820 -> C0011616
1091,C0011616,C0034212,C0011616 -> C0011603 -> C0406047 -> C0034212 -> C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616
1092,C0011616,C0037274,C0011616 -> C0009833 -> C0037274 -> C0011603 -> C0162820 -> C0011616
1093,C0011616,C0585186,C0011616 -> C0585186 -> C0037274 -> C0011603 -> C0162820 -> C0011616
1094,C0011616,C0406047,C0011616 -> C0011603 -> C0406047 -> C0037274 -> C0011603 -> C0162820 -> C0011616
1095,C0011616,C0037278,C0011616 -> C0011603 -> C0406047 -> C0034212 -> C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616
1096,C0011616,C0009833,C0011616 -> C0009833 -> C0011603 -> C0162820 -> C0011616
1097,C0278619,C0032131,C0278619 -> C0032131 -> C0278619
1098,C0019557,C0015806,C0019557 -> C0015806 -> C0019557
1099,C0008924,C0392006,C0008924 -> C0392006 -> C0008924
1100,C0000889,C0221270,C0000889 -> C0221270 -> C0000889
1101,C0180821,C0687543,C0180821 -> C0018020 -> C0687543 -> C0018020 -> C0180821
1102,C0180821,C0018020,C0180821 -> C0018020 -> C0180821
1103,C0180821,C0180822,C0180821 -> C0018020 -> C0180822 -> C0180821
1104,C0012819,C0494771,C0012819 -> C0341354 -> C0494771 -> C0012819
1105,C0012819,C0341354,C0012819 -> C0341354 -> C0494771 -> C0012819
1106,C0268800,C3854304,C0268800 -> C3887499 -> C3854304 -> C0268800
1107,C0268800,C3887499,C0268800 -> C3887499 -> C3854304 -> C0268800
1108,C0233407,C0009676,C0233407 -> C0009676 -> C0233407
1109,C0013604,C0085649,C0013604 -> C0235439 -> C0085649 -> C0013604
1110,C0013604,C0239340,C0013604 -> C0235439 -> C0239340 -> C0013604
1111,C0013604,C0013687,C0013604 -> C0235439 -> C1253936 -> C0013687 -> C0013604
1112,C0013604,C0013609,C0013604 -> C0235439 -> C0013609 -> C0235439 -> C0085649 -> C0013604
1113,C0013604,C0235439,C0013604 -> C0235439 -> C0085649 -> C0013604
1114,C0013604,C1253936,C0013604 -> C0235439 -> C1253936 -> C0013687 -> C0013604
1115,C0036072,C0036071,C0036072 -> C0036071 -> C0036072
1116,C4542165,C4731561,C4542165 -> C4731566 -> C4731561 -> C4542165
1117,C4542165,C4731566,C4542165 -> C4731566 -> C4731561 -> C4542165
1118,C0014854,C0266133,C0014854 -> C0266133 -> C0014854
1119,C1657605,C4325600,C1657605 -> C4325600 -> C1657605
1120,C1657605,C0025186,C1657605 -> C4325600 -> C0025186 -> C1657605
1121,C0149922,C0027822,C0149922 -> C0027822 -> C0149922
1122,C0014850,C0495546,C0014850 -> C0495546 -> C0014850
1123,C0025186,C1657605,C0025186 -> C1657605 -> C4325600 -> C0025186
1124,C0025186,C4325600,C0025186 -> C1657605 -> C4325600 -> C0025186
1125,C0007590,C0007586,C0007590 -> C0007586 -> C0007590
1126,C0122922,C0020600,C0122922 -> C0020600 -> C0122922
1127,C0349464,C0679303,C0349464 -> C0001940 -> C0679303 -> C0349464
1128,C0349464,C0001940,C0349464 -> C0001940 -> C0349464
1129,C0349464,C0268671,C0349464 -> C0001940 -> C0679303 -> C0268671 -> C0349464
1130,C0302369,C0001957,C0302369 -> C0001957 -> C0302369
1131,C0002874,C1368107,C0002874 -> C1368107 -> C0002874
1132,C0030234,C3503116,C0030234 -> C3503116 -> C0030234
1133,C0036221,C0221013,C0036221 -> C0221013 -> C0036221
1134,C0058632,C0037506,C0058632 -> C0037506 -> C0058632
1135,C0264765,C0348579,C0264765 -> C0348579 -> C0026265 -> C0264765
1136,C0264765,C0026265,C0264765 -> C0348579 -> C0026265 -> C0264765
1137,C0348579,C0264765,C0348579 -> C0026265 -> C0264765 -> C0348579
1138,C0348579,C0026265,C0348579 -> C0026265 -> C0264765 -> C0348579
